set	oracle_id	name	type_line	index	parent_index	depth	face	line	kind	role	source	rule	prefix	text	normalized	boundary	missed	kind_expected	kind_ok	role_ok	source_ok	context	disposition	cr_ref	structure_tags	norm_issue	annotator	note
leg	6a7d6bb7-d6ad-48a4-8923-4083e0c90786	Deadfall	Enchantment	0		0	0	1	spell_or_static_text	ability	printed			Creatures with forestwalk can be blocked as though they didn't have forestwalk.	Creatures with forestwalk can be blocked as though they didn't have forestwalk.												claude-fable-5-pass1-2026-08-27	
leg	2172b724-9004-488e-88d3-a5fc48c50e41	Demonic Torment	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed			Enchant creature	Enchant creature												claude-fable-5-pass1-2026-08-27	
leg	2172b724-9004-488e-88d3-a5fc48c50e41	Demonic Torment	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed			Enchanted creature can't attack.	Enchanted creature can't attack.												claude-fable-5-pass1-2026-08-27	
leg	2172b724-9004-488e-88d3-a5fc48c50e41	Demonic Torment	Enchantment — Aura	2		0	0	3	prevention_effect	ability	printed			Prevent all combat damage that would be dealt by enchanted creature.	Prevent all combat damage that would be dealt by enchanted creature.												claude-fable-5-pass1-2026-08-27	
leg	e0f18302-5ccf-47d2-a8a1-bb7aeaca9a53	Devouring Deep	Creature — Fish	0		0	0	1	keyword_ability	ability	printed			Islandwalk	Islandwalk												claude-fable-5-pass1-2026-08-27	
leg	0158a440-6573-4f12-958b-a5f0cf190d5b	Divine Intervention	Enchantment	0		0	0	1	replacement_effect	ability	printed			This enchantment enters with two intervention counters on it.	~ enters with two intervention counters on it.												claude-fable-5-pass1-2026-08-27	
leg	0158a440-6573-4f12-958b-a5f0cf190d5b	Divine Intervention	Enchantment	1		0	0	2	triggered_ability	ability	printed			At the beginning of your upkeep, remove an intervention counter from this enchantment.	At the beginning of your upkeep, remove an intervention counter from ~.												claude-fable-5-pass1-2026-08-27	
leg	0158a440-6573-4f12-958b-a5f0cf190d5b	Divine Intervention	Enchantment	2		0	0	3	triggered_ability	ability	printed			When you remove the last intervention counter from this enchantment, the game is a draw.	When you remove the last intervention counter from ~, the game is a draw.												claude-fable-5-pass1-2026-08-27	
leg	231f8edb-4ea1-44be-8794-b76a31462dfc	Divine Offering	Instant	0		0	0	1	spell_or_static_text	ability	printed			Destroy target artifact. You gain life equal to its mana value.	Destroy target artifact. You gain life equal to its mana value.												claude-fable-5-pass1-2026-08-27	
leg	292e7135-8804-43f2-a486-51ef97b83f77	Divine Transformation	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed			Enchant creature	Enchant creature												claude-fable-5-pass1-2026-08-27	
leg	292e7135-8804-43f2-a486-51ef97b83f77	Divine Transformation	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed			Enchanted creature gets +3/+3.	Enchanted creature gets +N/+N.												claude-fable-5-pass1-2026-08-27	
leg	988aaf54-2e46-4afc-ae37-b0a01191a1f1	Dream Coat	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed			Enchant creature	Enchant creature												claude-fable-5-pass1-2026-08-27	
leg	988aaf54-2e46-4afc-ae37-b0a01191a1f1	Dream Coat	Enchantment — Aura	1		0	0	2	activated_ability	ability	printed			{0}: Enchanted creature becomes the color or colors of your choice. Activate only once each turn.	{M}: Enchanted creature becomes the color or colors of your choice. Activate only once each turn.												claude-fable-5-pass1-2026-08-27	
leg	29b7a220-cfcf-4b44-a5fb-737fd47d46cb	Dwarven Song	Instant	0		0	0	1	spell_or_static_text	ability	printed			One or more target creatures become red until end of turn.	One or more target creatures become red until end of turn.												claude-fable-5-pass1-2026-08-27	
leg	5948381a-419d-4b8b-8ea2-ea623cb0d606	Elder Land Wurm	Creature — Dragon Wurm	0		0	0	1	keyword_ability	ability	printed			Defender	Defender												claude-fable-5-pass1-2026-08-27	
leg	5948381a-419d-4b8b-8ea2-ea623cb0d606	Elder Land Wurm	Creature — Dragon Wurm	1		0	0	1	keyword_ability	ability	printed			trample	Trample												claude-fable-5-pass1-2026-08-27	
leg	5948381a-419d-4b8b-8ea2-ea623cb0d606	Elder Land Wurm	Creature — Dragon Wurm	2		0	0	2	triggered_ability	ability	printed			When this creature blocks, it loses defender.	When ~ blocks, it loses defender.												claude-fable-5-pass1-2026-08-27	
