set	oracle_id	name	type_line	index	parent_index	depth	face	line	kind	role	source	rule	prefix	text	normalized	boundary	missed	kind_expected	kind_ok	role_ok	source_ok	context	disposition	cr_ref	structure_tags	norm_issue	annotator	note
fem	d1aba343-d85a-4829-bdfe-db31fcb3c320	Deep Spawn	Creature — Homarid	2		0	0	3	activated_ability	ability	printed			{U}: This creature gains shroud until end of turn and doesn't untap during your next untap step. Tap this creature.	{M}: ~ gains shroud until end of turn and doesn't untap during your next untap step. Tap ~.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	8af33199-d3ad-44fe-8ee0-abbe36a2278b	Delif's Cone	Artifact	0		0	0	1	activated_ability	ability	printed			{T}, Sacrifice this artifact: This turn, when target creature you control attacks and isn't blocked, you may gain life equal to its power. If you do, it assigns no combat damage this turn.	{M}, Sacrifice ~: This turn, when target creature you control attacks and isn't blocked, you may gain life equal to its power. If you do, it assigns no combat damage this turn.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	3106ba15-08d7-474c-a384-6848b713ba8d	Delif's Cube	Artifact	0		0	0	1	activated_ability	ability	printed			{2}, {T}: This turn, when target creature you control attacks and isn't blocked, it assigns no combat damage this turn and you put a cube counter on this artifact.	{M}, {M}: This turn, when target creature you control attacks and isn't blocked, it assigns no combat damage this turn and you put a cube counter on ~.	ok	0	activated_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	3106ba15-08d7-474c-a384-6848b713ba8d	Delif's Cube	Artifact	1		0	0	2	activated_ability	ability	printed			{2}, Remove a cube counter from this artifact: Regenerate target creature.	{M}, Remove a cube counter from ~: Regenerate target creature.	ok	0	activated_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	43f2969e-46eb-4fd4-8b2d-ff81aafcc24a	Derelor	Creature — Thrull	0		0	0	1	spell_or_static_text	ability	printed			Black spells you cast cost {B} more to cast.	Black spells you cast cost {M} more to cast.	ok	0	spell_or_static_text	yes	yes	yes	none	accept				human-fem-pass	
fem	0880b36a-6141-4955-b532-cf88daca0869	Draconian Cylix	Artifact	0		0	0	1	activated_ability	ability	printed			{2}, {T}, Discard a card at random: Regenerate target creature.	{M}, {M}, Discard a card at random: Regenerate target creature.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	5bbd27b1-0afd-4d98-a73c-c348c8f08625	Dwarven Armorer	Creature — Dwarf	0		0	0	1	activated_ability	ability	printed			{R}, {T}, Discard a card: Put a +0/+1 counter or a +1/+0 counter on target creature.	{M}, {M}, Discard a card: Put a +N/+N counter or a +N/+N counter on target creature.	ok	0	activated_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	2aae77ed-1a91-41f5-8dc2-e353d63a7586	Dwarven Catapult	Instant	0		0	0	1	spell_or_static_text	ability	printed			Dwarven Catapult deals X damage divided evenly, rounded down, among all creatures target opponent controls.	~ deals X damage divided evenly, rounded down, among all creatures target opponent controls.	ok	0	spell_or_static_text	yes	yes	yes	none	accept				human-fem-pass	
fem	4a6625bd-3dd2-45f1-8dc9-034c833fa90c	Dwarven Hold	Land	0		0	0	1	replacement_effect	ability	printed			This land enters tapped.	~ enters tapped.	ok	0	replacement_effect	yes	yes	yes	none	accept				human-fem-pass	
fem	4a6625bd-3dd2-45f1-8dc9-034c833fa90c	Dwarven Hold	Land	1		0	0	2	spell_or_static_text	ability	printed			You may choose not to untap this land during your untap step.	You may choose not to untap ~ during your untap step.	ok	0	spell_or_static_text	yes	yes	yes	none	accept				human-fem-pass	
fem	4a6625bd-3dd2-45f1-8dc9-034c833fa90c	Dwarven Hold	Land	2		0	0	3	triggered_ability	ability	printed			At the beginning of your upkeep, if this land is tapped, put a storage counter on it.	At the beginning of your upkeep, if ~ is tapped, put a storage counter on it.	ok	0	triggered_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	4a6625bd-3dd2-45f1-8dc9-034c833fa90c	Dwarven Hold	Land	3		0	0	4	activated_ability	ability	printed			{T}, Remove any number of storage counters from this land: Add {R} for each storage counter removed this way.	{M}, Remove any number of storage counters from ~: Add {M} for each storage counter removed this way.	ok	0	activated_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	06e18c42-d158-494d-979c-c2ac074a8ee3	Dwarven Lieutenant	Creature — Dwarf Soldier	0		0	0	1	activated_ability	ability	printed			{1}{R}: Target Dwarf creature gets +1/+0 until end of turn.	{M}{M}: Target Dwarf creature gets +N/+N until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	cbef6ad5-717f-4b02-9c62-e5deba407ad1	Dwarven Ruins	Land	0		0	0	1	replacement_effect	ability	printed			This land enters tapped.	~ enters tapped.	ok	0	replacement_effect	yes	yes	yes	none	accept				human-fem-pass	
fem	cbef6ad5-717f-4b02-9c62-e5deba407ad1	Dwarven Ruins	Land	1		0	0	2	activated_ability	ability	printed			{T}: Add {R}.	{M}: Add {M}.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	cbef6ad5-717f-4b02-9c62-e5deba407ad1	Dwarven Ruins	Land	2		0	0	3	activated_ability	ability	printed			{T}, Sacrifice this land: Add {R}{R}.	{M}, Sacrifice ~: Add {M}{M}.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	88f9075c-ea96-4f8d-b0d1-e5e244e824c1	Dwarven Soldier	Creature — Dwarf Soldier	0		0	0	1	triggered_ability	ability	printed			Whenever this creature blocks or becomes blocked by one or more Orcs, this creature gets +0/+2 until end of turn.	Whenever ~ blocks or becomes blocked by one or more Orcs, ~ gets +N/+N until end of turn.	ok	0	triggered_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	0501af1f-c67c-4cb1-aced-4be426c83316	Ebon Praetor	Creature — Avatar Praetor	0		0	0	1	keyword_ability	ability	printed			First strike	First strike	ok	0	keyword_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	0501af1f-c67c-4cb1-aced-4be426c83316	Ebon Praetor	Creature — Avatar Praetor	1		0	0	1	keyword_ability	ability	printed			trample	Trample	ok	0	keyword_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	0501af1f-c67c-4cb1-aced-4be426c83316	Ebon Praetor	Creature — Avatar Praetor	2		0	0	2	triggered_ability	ability	printed			At the beginning of your upkeep, put a -2/-2 counter on this creature.	At the beginning of your upkeep, put a -N/-N counter on ~.	ok	0	triggered_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	0501af1f-c67c-4cb1-aced-4be426c83316	Ebon Praetor	Creature — Avatar Praetor	3		0	0	3	activated_ability	ability	printed			Sacrifice a creature: Remove a -2/-2 counter from this creature. If the sacrificed creature was a Thrull, put a +1/+0 counter on this creature. Activate only during your upkeep and only once each turn.	Sacrifice a creature: Remove a -N/-N counter from ~. If the sacrificed creature was a Thrull, put a +N/+N counter on ~. Activate only during your upkeep and only once each turn.	ok	0	activated_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	4d4b9512-d29d-4b99-9249-d37e1199a1f5	Ebon Stronghold	Land	0		0	0	1	replacement_effect	ability	printed			This land enters tapped.	~ enters tapped.	ok	0	replacement_effect	yes	yes	yes	none	accept				human-fem-pass	
fem	4d4b9512-d29d-4b99-9249-d37e1199a1f5	Ebon Stronghold	Land	1		0	0	2	activated_ability	ability	printed			{T}: Add {B}.	{M}: Add {M}.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	4d4b9512-d29d-4b99-9249-d37e1199a1f5	Ebon Stronghold	Land	2		0	0	3	activated_ability	ability	printed			{T}, Sacrifice this land: Add {B}{B}.	{M}, Sacrifice ~: Add {M}{M}.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	29f34e18-2102-4ded-912f-4ac3e9e6744c	Elven Fortress	Enchantment	0		0	0	1	activated_ability	ability	printed			{1}{G}: Target blocking creature gets +0/+1 until end of turn.	{M}{M}: Target blocking creature gets +N/+N until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	7601378d-42cb-4351-8316-8f78a3b49a85	Elven Lyre	Artifact	0		0	0	1	activated_ability	ability	printed			{1}, {T}, Sacrifice this artifact: Target creature gets +2/+2 until end of turn.	{M}, {M}, Sacrifice ~: Target creature gets +N/+N until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	91fe1075-e170-4575-ae28-8d692f051637	Elvish Farmer	Creature — Elf	0		0	0	1	triggered_ability	ability	printed			At the beginning of your upkeep, put a spore counter on this creature.	At the beginning of your upkeep, put a spore counter on ~.	ok	0	triggered_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	91fe1075-e170-4575-ae28-8d692f051637	Elvish Farmer	Creature — Elf	1		0	0	2	activated_ability	ability	printed			Remove three spore counters from this creature: Create a 1/1 green Saproling creature token.	Remove three spore counters from ~: Create a N/N green Saproling creature token.	ok	0	activated_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	91fe1075-e170-4575-ae28-8d692f051637	Elvish Farmer	Creature — Elf	2		0	0	3	activated_ability	ability	printed			Sacrifice a Saproling: You gain 2 life.	Sacrifice a Saproling: You gain N life.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	49b351d8-8b63-4f9e-a323-344ed35fdfff	Elvish Hunter	Creature — Elf Archer	0		0	0	1	activated_ability	ability	printed			{1}{G}, {T}: Target creature doesn't untap during its controller's next untap step.	{M}{M}, {M}: Target creature doesn't untap during its controller's next untap step.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	d39a492e-a599-4283-bfc1-8e99065a9303	Elvish Scout	Creature — Elf Scout	0		0	0	1	activated_ability	ability	printed			{G}, {T}: Untap target attacking creature you control. Prevent all combat damage that would be dealt to and dealt by it this turn.	{M}, {M}: Untap target attacking creature you control. Prevent all combat damage that would be dealt to and dealt by it this turn.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	0d063c0e-66bc-4a9c-98aa-a381b9cea120	Farrel's Zealot	Creature — Human	0		0	0	1	triggered_ability	ability	printed			Whenever this creature attacks and isn't blocked, you may have it deal 3 damage to target creature. If you do, this creature assigns no combat damage this turn.	Whenever ~ attacks and isn't blocked, you may have it deal N damage to target creature. If you do, ~ assigns no combat damage this turn.	ok	0	triggered_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	3ee18e5f-3d12-489e-b337-29208caaed7a	Farrelite Priest	Creature — Human Cleric	0		0	0	1	activated_ability	ability	printed			{1}: Add {W}.	{M}: Add {M}.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	3ee18e5f-3d12-489e-b337-29208caaed7a	Farrelite Priest	Creature — Human Cleric	1	0	1	0	1	triggered_ability	delayed_trigger	printed			If this ability has been activated four or more times this turn, sacrifice this creature at the beginning of the next end step.	If this ability has been activated four or more times this turn, sacrifice ~ at the beginning of the next end step.	ok	0	triggered_ability	yes	yes	yes	none	accept		N-linked-activation-count		human-fem-pass	
fem	3953fd17-03f4-4431-99b5-87dcac5a279d	Feral Thallid	Creature — Fungus	0		0	0	1	triggered_ability	ability	printed			At the beginning of your upkeep, put a spore counter on this creature.	At the beginning of your upkeep, put a spore counter on ~.	ok	0	triggered_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	3953fd17-03f4-4431-99b5-87dcac5a279d	Feral Thallid	Creature — Fungus	1		0	0	2	activated_ability	ability	printed			Remove three spore counters from this creature: Regenerate this creature.	Remove three spore counters from ~: Regenerate ~.	ok	0	activated_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	ea55db87-a5c3-49f7-b968-77510cdeb469	Goblin Chirurgeon	Creature — Goblin Shaman	0		0	0	1	activated_ability	ability	printed			Sacrifice a Goblin: Regenerate target creature.	Sacrifice a Goblin: Regenerate target creature.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	014ca38f-d4ac-4417-bfa8-785a7d6fce43	Goblin Flotilla	Creature — Goblin	0		0	0	1	keyword_ability	ability	printed			Islandwalk	Islandwalk	ok	0	keyword_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	014ca38f-d4ac-4417-bfa8-785a7d6fce43	Goblin Flotilla	Creature — Goblin	1		0	0	2	triggered_ability	ability	printed			At the beginning of each combat, unless you pay {R}, whenever this creature blocks or becomes blocked by a creature this combat, that creature gains first strike until end of turn.	At the beginning of each combat, unless you pay {M}, whenever ~ blocks or becomes blocked by a creature this combat, that creature gains first strike until end of turn.	ok	0	triggered_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	20aecb7b-7e37-4efe-ac27-f9f9042203f4	Goblin Grenade	Sorcery	0		0	0	1	additional_cost	ability	printed			As an additional cost to cast this spell, sacrifice a Goblin.	As an additional cost to cast ~, sacrifice a Goblin.	ok	0	additional_cost	yes	yes	yes	none	accept				human-fem-pass	
fem	20aecb7b-7e37-4efe-ac27-f9f9042203f4	Goblin Grenade	Sorcery	1		0	0	2	spell_or_static_text	ability	printed			Goblin Grenade deals 5 damage to any target.	~ deals N damage to any target.	ok	0	spell_or_static_text	yes	yes	yes	none	accept				human-fem-pass	
fem	6efd11c8-be8a-4d44-a776-66d058638ad1	Goblin Kites	Enchantment	0		0	0	1	activated_ability	ability	printed			{R}: Target creature you control with toughness 2 or less gains flying until end of turn.	{M}: Target creature you control with toughness N or less gains flying until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	6efd11c8-be8a-4d44-a776-66d058638ad1	Goblin Kites	Enchantment	1	0	1	0	1	triggered_ability	delayed_trigger	printed			Flip a coin at the beginning of the next end step. If you lose the flip, sacrifice that creature.	Flip a coin at the beginning of the next end step. If you lose the flip, sacrifice that creature.	ok	0	triggered_ability	yes	yes	yes	none	accept		P-effect-created-delayed-trigger		human-fem-pass	
fem	29c21edd-781b-448e-824a-17bc8b8f4077	Goblin War Drums	Enchantment	0		0	0	1	spell_or_static_text	ability	printed			Creatures you control have menace.	Creatures you control have menace.	ok	0	spell_or_static_text	yes	yes	yes	none	accept				human-fem-pass	
fem	c1161505-1623-4475-a88e-2e48072cc2f1	Goblin Warrens	Enchantment	0		0	0	1	activated_ability	ability	printed			{2}{R}, Sacrifice two Goblins: Create three 1/1 red Goblin creature tokens.	{M}{M}, Sacrifice two Goblins: Create three N/N red Goblin creature tokens.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	af8eb20a-dfa2-49a4-892b-26d7e276fcd2	Hand of Justice	Creature — Avatar	0		0	0	1	activated_ability	ability	printed			{T}, Tap three untapped white creatures you control: Destroy target creature.	{M}, Tap three untapped white creatures you control: Destroy target creature.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	18cbb47a-85b1-48f6-a024-8c3bbffa0d87	Havenwood Battleground	Land	0		0	0	1	replacement_effect	ability	printed			This land enters tapped.	~ enters tapped.	ok	0	replacement_effect	yes	yes	yes	none	accept				human-fem-pass	
fem	18cbb47a-85b1-48f6-a024-8c3bbffa0d87	Havenwood Battleground	Land	1		0	0	2	activated_ability	ability	printed			{T}: Add {G}.	{M}: Add {M}.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	18cbb47a-85b1-48f6-a024-8c3bbffa0d87	Havenwood Battleground	Land	2		0	0	3	activated_ability	ability	printed			{T}, Sacrifice this land: Add {G}{G}.	{M}, Sacrifice ~: Add {M}{M}.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	74716642-fc8c-4f62-a556-154ed0b4af0e	Heroism	Enchantment	0		0	0	1	activated_ability	ability	printed			Sacrifice a white creature: For each attacking red creature, prevent all combat damage that would be dealt by that creature this turn unless its controller pays {2}{R}.	Sacrifice a white creature: For each attacking red creature, prevent all combat damage that would be dealt by that creature this turn unless its controller pays {M}{M}.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	dc671205-f2fa-454f-9957-921a6069ad53	High Tide	Instant	0		0	0	1	spell_or_static_text	ability	printed			Until end of turn, whenever a player taps an Island for mana, that player adds an additional {U}.	Until end of turn, whenever a player taps an Island for mana, that player adds an additional {M}.	ok	0	spell_or_static_text	yes	yes	yes	none	accept				human-fem-pass	
fem	3348df85-e61c-47b5-857d-c79befb38a8a	Hollow Trees	Land	0		0	0	1	replacement_effect	ability	printed			This land enters tapped.	~ enters tapped.	ok	0	replacement_effect	yes	yes	yes	none	accept				human-fem-pass	
fem	3348df85-e61c-47b5-857d-c79befb38a8a	Hollow Trees	Land	1		0	0	2	spell_or_static_text	ability	printed			You may choose not to untap this land during your untap step.	You may choose not to untap ~ during your untap step.	ok	0	spell_or_static_text	yes	yes	yes	none	accept				human-fem-pass	
fem	3348df85-e61c-47b5-857d-c79befb38a8a	Hollow Trees	Land	2		0	0	3	triggered_ability	ability	printed			At the beginning of your upkeep, if this land is tapped, put a storage counter on it.	At the beginning of your upkeep, if ~ is tapped, put a storage counter on it.	ok	0	triggered_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	3348df85-e61c-47b5-857d-c79befb38a8a	Hollow Trees	Land	3		0	0	4	activated_ability	ability	printed			{T}, Remove any number of storage counters from this land: Add {G} for each storage counter removed this way.	{M}, Remove any number of storage counters from ~: Add {M} for each storage counter removed this way.	ok	0	activated_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	5d02b0d9-cc53-4967-84bb-8b7f5c489b5c	Homarid	Creature — Homarid	0		0	0	1	replacement_effect	ability	printed			This creature enters with a tide counter on it.	~ enters with a tide counter on it.	ok	0	replacement_effect	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	5d02b0d9-cc53-4967-84bb-8b7f5c489b5c	Homarid	Creature — Homarid	1		0	0	2	triggered_ability	ability	printed			At the beginning of your upkeep, put a tide counter on this creature.	At the beginning of your upkeep, put a tide counter on ~.	ok	0	triggered_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	5d02b0d9-cc53-4967-84bb-8b7f5c489b5c	Homarid	Creature — Homarid	2		0	0	3	spell_or_static_text	ability	printed			As long as there is exactly one tide counter on this creature, it gets -1/-1.	As long as there is exactly one tide counter on ~, it gets -N/-N.	ok	0	spell_or_static_text	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	5d02b0d9-cc53-4967-84bb-8b7f5c489b5c	Homarid	Creature — Homarid	3		0	0	4	spell_or_static_text	ability	printed			As long as there are exactly three tide counters on this creature, it gets +1/+1.	As long as there are exactly three tide counters on ~, it gets +N/+N.	ok	0	spell_or_static_text	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	5d02b0d9-cc53-4967-84bb-8b7f5c489b5c	Homarid	Creature — Homarid	4		0	0	5	triggered_ability	ability	printed			Whenever there are four or more tide counters on this creature, remove all tide counters from it.	Whenever there are four or more tide counters on ~, remove all tide counters from it.	ok	0	triggered_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	137e3974-74e1-4941-8597-10aeba6cac37	Homarid Shaman	Creature — Homarid Shaman	0		0	0	1	activated_ability	ability	printed			{U}: Tap target green creature.	{M}: Tap target green creature.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	173f2b8e-8072-4fdd-a469-8a1fb0bb6e64	Homarid Spawning Bed	Enchantment	0		0	0	1	activated_ability	ability	printed			{1}{U}{U}, Sacrifice a blue creature: Create X 1/1 blue Camarid creature tokens, where X is the sacrificed creature's mana value.	{M}{M}{M}, Sacrifice a blue creature: Create X N/N blue Camarid creature tokens, where X is the sacrificed creature's mana value.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	6facb0f6-fa49-4ce6-9f95-15bb3ce4bcf2	Homarid Warrior	Creature — Homarid Warrior	0		0	0	1	activated_ability	ability	printed			{U}: This creature gains shroud until end of turn and doesn't untap during your next untap step. Tap it.	{M}: ~ gains shroud until end of turn and doesn't untap during your next untap step. Tap it.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	992d9a72-d34d-47d7-96fb-37f0efb515ef	Hymn to Tourach	Sorcery	0		0	0	1	spell_or_static_text	ability	printed			Target player discards two cards at random.	Target player discards two cards at random.	ok	0	spell_or_static_text	yes	yes	yes	none	accept				human-fem-pass	
fem	9eb274f3-ef55-4545-81b4-29454a48f075	Icatian Infantry	Creature — Human Soldier	0		0	0	1	activated_ability	ability	printed			{1}: This creature gains first strike until end of turn.	{M}: ~ gains first strike until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	9eb274f3-ef55-4545-81b4-29454a48f075	Icatian Infantry	Creature — Human Soldier	1		0	0	2	activated_ability	ability	printed			{1}: This creature gains banding until end of turn.	{M}: ~ gains banding until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	26112ba7-2859-4af3-93c3-e62c31177216	Icatian Javelineers	Creature — Human Soldier	0		0	0	1	replacement_effect	ability	printed			This creature enters with a javelin counter on it.	~ enters with a javelin counter on it.	ok	0	replacement_effect	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	26112ba7-2859-4af3-93c3-e62c31177216	Icatian Javelineers	Creature — Human Soldier	1		0	0	2	activated_ability	ability	printed			{T}, Remove a javelin counter from this creature: It deals 1 damage to any target.	{M}, Remove a javelin counter from ~: It deals N damage to any target.	ok	0	activated_ability	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
fem	51e9af95-745b-45b9-b870-7f768578fa4f	Icatian Lieutenant	Creature — Human Soldier	0		0	0	1	activated_ability	ability	printed			{1}{W}: Target Soldier creature gets +1/+0 until end of turn.	{M}{M}: Target Soldier creature gets +N/+N until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept				human-fem-pass	
fem	9b81aa32-e0f7-493f-92b8-85c2c46aef91	Icatian Moneychanger	Creature — Human	0		0	0	1	replacement_effect	ability	printed			This creature enters with three credit counters on it.	~ enters with three credit counters on it.	ok	0	replacement_effect	yes	yes	yes	none	accept		H12-counter-vocabulary		human-fem-pass	
