set	oracle_id	name	type_line	index	parent_index	depth	face	line	kind	role	source	rule	text	normalized
lea	65e1558c-6b09-4ddc-b520-f19f4fb972af	Blue Elemental Blast	Instant	0		0	0	1	spell_or_static_text	ability	printed		Choose one —	Choose one —
lea	65e1558c-6b09-4ddc-b520-f19f4fb972af	Blue Elemental Blast	Instant	1	0	1	0	2	spell_or_static_text	mode	printed		Counter target red spell.	Counter target red spell.
lea	65e1558c-6b09-4ddc-b520-f19f4fb972af	Blue Elemental Blast	Instant	2	0	1	0	3	spell_or_static_text	mode	printed		Destroy target red permanent.	Destroy target red permanent.
lea	fc0bf1d0-46a2-4305-ab2e-466d79d60ab2	Blue Ward	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	fc0bf1d0-46a2-4305-ab2e-466d79d60ab2	Blue Ward	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature has protection from blue. This effect doesn't remove this Aura.	Enchanted creature has protection from blue. This effect doesn't remove ~.
lea	508248d1-09a4-4e41-a4c9-286618e5061e	Bog Wraith	Creature — Wraith	0		0	0	1	keyword_ability	ability	printed		Swampwalk	Swampwalk
lea	9908e597-9470-4c13-8387-39431b380138	Braingeyser	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Target player draws X cards.	Target player draws X cards.
lea	d6b9b88b-e31b-4b88-9d53-3df5687804ba	Burrowing	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	d6b9b88b-e31b-4b88-9d53-3df5687804ba	Burrowing	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted creature has mountainwalk.	Enchanted creature has mountainwalk.
lea	9cf44db4-627a-4197-9588-6da72e41f03d	Camouflage	Instant	0		0	0	1	cast_restriction	ability	printed		Cast this spell only during your declare attackers step.	Cast ~ only during your declare attackers step.
lea	9cf44db4-627a-4197-9588-6da72e41f03d	Camouflage	Instant	1		0	0	2	spell_or_static_text	ability	printed		This turn, instead of declaring blockers, each defending player chooses any number of creatures they control and divides them into a number of piles equal to the number of attacking creatures for whom that player is the defending player. Creatures those players control that can block additional creatures may likewise be put into additional piles. Assign each pile to a different one of those attacking creatures at random. Each creature in a pile that can block the creature that pile is assigned to does so.	This turn, instead of declaring blockers, each defending player chooses any number of creatures they control and divides them into a number of piles equal to the number of attacking creatures for whom that player is the defending player. Creatures those players control that can block additional creatures may likewise be put into additional piles. Assign each pile to a different one of those attacking creatures at random. Each creature in a pile that can block the creature that pile is assigned to does so.
lea	f3179c3c-7e53-44d2-b579-b9e677efe9d9	Castle	Enchantment	0		0	0	1	spell_or_static_text	ability	printed		Untapped creatures you control get +0/+2.	Untapped creatures you control get +N/+N.
lea	eb228a6c-bceb-45c3-a258-3f209682e1c6	Celestial Prism	Artifact	0		0	0	1	activated_ability	ability	printed		{2}, {T}: Add one mana of any color.	{M}, {M}: Add one mana of any color.
lea	d1b815d1-2848-40d4-a555-66822d1becbc	Channel	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Until end of turn, any time you could activate a mana ability, you may pay 1 life. If you do, add {C}.	Until end of turn, any time you could activate a mana ability, you may pay N life. If you do, add {M}.
lea	edb455f4-8dc9-4b7c-b25c-cb51b7dfbb41	Chaos Orb	Artifact	0		0	0	1	activated_ability	ability	printed		{1}, {T}: If this artifact is on the battlefield, flip it onto the battlefield from a height of at least one foot. If this artifact turns over completely at least once during the flip, destroy all nontoken permanents it touches. Then destroy this artifact.	{M}, {M}: If ~ is on the battlefield, flip it onto the battlefield from a height of at least one foot. If ~ turns over completely at least once during the flip, destroy all nontoken permanents it touches. Then destroy ~.
lea	08842aa3-f923-46e9-a106-f542331e9cc1	Chaoslace	Instant	0		0	0	1	spell_or_static_text	ability	printed		Target spell or permanent becomes red.	Target spell or permanent becomes red.
lea	d7572f17-f85d-45c0-ac64-43aac760eafe	Circle of Protection: Blue	Enchantment	0		0	0	1	activated_ability	ability	printed		{1}: The next time a blue source of your choice would deal damage to you this turn, prevent that damage.	{M}: The next time a blue source of your choice would deal damage to you this turn, prevent that damage.
lea	41b0f347-1398-4778-bf3f-4007d8a77162	Circle of Protection: Green	Enchantment	0		0	0	1	activated_ability	ability	printed		{1}: The next time a green source of your choice would deal damage to you this turn, prevent that damage.	{M}: The next time a green source of your choice would deal damage to you this turn, prevent that damage.
lea	df2738fe-9cd1-4347-8808-105fcfde1190	Circle of Protection: Red	Enchantment	0		0	0	1	activated_ability	ability	printed		{1}: The next time a red source of your choice would deal damage to you this turn, prevent that damage.	{M}: The next time a red source of your choice would deal damage to you this turn, prevent that damage.
lea	5f46f86a-9779-4ed3-99cb-76a03d380598	Circle of Protection: White	Enchantment	0		0	0	1	activated_ability	ability	printed		{1}: The next time a white source of your choice would deal damage to you this turn, prevent that damage.	{M}: The next time a white source of your choice would deal damage to you this turn, prevent that damage.
lea	eb97c8db-ac6c-476c-b14d-87785e9c82f0	Clockwork Beast	Artifact Creature — Beast	0		0	0	1	replacement_effect	ability	printed		This creature enters with seven +1/+0 counters on it.	~ enters with seven +N/+N counters on it.
lea	eb97c8db-ac6c-476c-b14d-87785e9c82f0	Clockwork Beast	Artifact Creature — Beast	1		0	0	2	triggered_ability	ability	printed		At end of combat, if this creature attacked or blocked this combat, remove a +1/+0 counter from it.	At end of combat, if ~ attacked or blocked this combat, remove a +N/+N counter from it.
lea	eb97c8db-ac6c-476c-b14d-87785e9c82f0	Clockwork Beast	Artifact Creature — Beast	2		0	0	3	activated_ability	ability	printed		{X}, {T}: Put up to X +1/+0 counters on this creature. This ability can't cause the total number of +1/+0 counters on this creature to be greater than seven. Activate only during your upkeep.	{M}, {M}: Put up to X +N/+N counters on ~. This ability can't cause the total number of +N/+N counters on ~ to be greater than seven. Activate only during your upkeep.
lea	42226b87-0746-4ebf-9fd0-108d508462af	Clone	Creature — Shapeshifter	0		0	0	1	replacement_effect	ability	printed		You may have this creature enter as a copy of any creature on the battlefield.	You may have ~ enter as a copy of any creature on the battlefield.
lea	af354337-424c-4c7e-8ca5-6149261368d2	Cockatrice	Creature — Cockatrice	0		0	0	1	keyword_ability	ability	printed		Flying	Flying
lea	af354337-424c-4c7e-8ca5-6149261368d2	Cockatrice	Creature — Cockatrice	1		0	0	2	triggered_ability	ability	printed		Whenever this creature blocks or becomes blocked by a non-Wall creature,	Whenever ~ blocks or becomes blocked by a non-Wall creature,
lea	af354337-424c-4c7e-8ca5-6149261368d2	Cockatrice	Creature — Cockatrice	2	1	1	0	2	triggered_ability	delayed_trigger	printed		destroy that creature at end of combat.	destroy that creature at end of combat.
lea	4627691c-4ed4-4add-9cc3-2e019be2f9fd	Consecrate Land	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant land	Enchant land
lea	4627691c-4ed4-4add-9cc3-2e019be2f9fd	Consecrate Land	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted land has indestructible and can't be enchanted by other Auras.	Enchanted land has indestructible and can't be enchanted by other Auras.
lea	1940e56d-0972-4ca4-946c-bbd42dde1dcb	Conservator	Artifact	0		0	0	1	activated_ability	ability	printed		{3}, {T}: Prevent the next 2 damage that would be dealt to you this turn.	{M}, {M}: Prevent the next N damage that would be dealt to you this turn.
lea	9e0ed4b0-28b5-44be-ab83-f1e8eb07138d	Contract from Below	Sorcery	0		0	0	1	ante_instruction	ability	printed		Remove this card from your deck before playing if you're not playing for ante.	Remove ~ from your deck before playing if you're not playing for ante.
lea	9e0ed4b0-28b5-44be-ab83-f1e8eb07138d	Contract from Below	Sorcery	1		0	0	2	spell_or_static_text	ability	printed		Discard your hand, ante the top card of your library, then draw seven cards.	Discard your hand, ante the top card of your library, then draw seven cards.
lea	cd0d7141-46d2-4aa3-bc77-6b3b4513803e	Control Magic	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	cd0d7141-46d2-4aa3-bc77-6b3b4513803e	Control Magic	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		You control enchanted creature.	You control enchanted creature.
lea	a24e05fb-dffb-4400-b4ca-22fdde45e7a7	Conversion	Enchantment	0		0	0	1	triggered_ability	ability	printed		At the beginning of your upkeep, sacrifice this enchantment unless you pay {W}{W}.	At the beginning of your upkeep, sacrifice ~ unless you pay {M}{M}.
lea	a24e05fb-dffb-4400-b4ca-22fdde45e7a7	Conversion	Enchantment	1		0	0	2	spell_or_static_text	ability	printed		All Mountains are Plains.	All Mountains are Plains.
lea	16d1023b-2162-4010-8bf4-218dbe7c99a0	Copper Tablet	Artifact	0		0	0	1	triggered_ability	ability	printed		At the beginning of each player's upkeep, this artifact deals 1 damage to that player.	At the beginning of each player's upkeep, ~ deals N damage to that player.
lea	80bc56a9-40e0-48da-ae86-190e39c8a4a3	Copy Artifact	Enchantment	0		0	0	1	replacement_effect	ability	printed		You may have this enchantment enter as a copy of any artifact on the battlefield, except it's an enchantment in addition to its other types.	You may have ~ enter as a copy of any artifact on the battlefield, except it's an enchantment in addition to its other types.
lea	cc187110-1148-4090-bbb8-e205694a39f5	Counterspell	Instant	0		0	0	1	spell_or_static_text	ability	printed		Counter target spell.	Counter target spell.
lea	70492e32-ba4d-4314-b016-892fb15f7a23	Creature Bond	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	70492e32-ba4d-4314-b016-892fb15f7a23	Creature Bond	Enchantment — Aura	1		0	0	2	triggered_ability	ability	printed		When enchanted creature dies, this Aura deals damage equal to that creature's toughness to the creature's controller.	When enchanted creature dies, ~ deals damage equal to that creature's toughness to the creature's controller.
lea	4692740f-be90-459f-8d90-c4ae71771595	Crusade	Enchantment	0		0	0	1	spell_or_static_text	ability	printed		White creatures get +1/+1.	White creatures get +N/+N.
lea	e68bc048-1009-46a5-97d6-ec77a18067da	Crystal Rod	Artifact	0		0	0	1	triggered_ability	ability	printed		Whenever a player casts a blue spell, you may pay {1}. If you do, you gain 1 life.	Whenever a player casts a blue spell, you may pay {M}. If you do, you gain N life.
lea	0d61239f-28e4-4adb-8f6e-b56e9c8699af	Cursed Land	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant land	Enchant land
lea	0d61239f-28e4-4adb-8f6e-b56e9c8699af	Cursed Land	Enchantment — Aura	1		0	0	2	triggered_ability	ability	printed		At the beginning of the upkeep of enchanted land's controller, this Aura deals 1 damage to that player.	At the beginning of the upkeep of enchanted land's controller, ~ deals N damage to that player.
lea	1edee40f-d153-4d67-aee7-ef08e11e4a79	Cyclopean Tomb	Artifact	0		0	0	1	activated_ability	ability	printed		{2}, {T}: Put a mire counter on target non-Swamp land. That land is a Swamp for as long as it has a mire counter on it. Activate only during your upkeep.	{M}, {M}: Put a mire counter on target non-Swamp land. That land is a Swamp for as long as it has a mire counter on it. Activate only during your upkeep.
lea	1edee40f-d153-4d67-aee7-ef08e11e4a79	Cyclopean Tomb	Artifact	1		0	0	2	triggered_ability	ability	printed		When this artifact is put into a graveyard from the battlefield, at the beginning of each of your upkeeps for the rest of the game, remove all mire counters from a land that a mire counter was put onto with this artifact but that a mire counter has not been removed from with this artifact.	When ~ is put into a graveyard from the battlefield, at the beginning of each of your upkeeps for the rest of the game, remove all mire counters from a land that a mire counter was put onto with ~ but that a mire counter has not been removed from with ~.
lea	53f7c868-b03e-4fc2-8dcf-a75bbfa3272b	Dark Ritual	Instant	0		0	0	1	spell_or_static_text	ability	printed		Add {B}{B}{B}.	Add {M}{M}{M}.
lea	74f10b9a-a286-49b2-bfa1-a427ff041bd4	Darkpact	Sorcery	0		0	0	1	ante_instruction	ability	printed		Remove this card from your deck before playing if you're not playing for ante.	Remove ~ from your deck before playing if you're not playing for ante.
lea	74f10b9a-a286-49b2-bfa1-a427ff041bd4	Darkpact	Sorcery	1		0	0	2	spell_or_static_text	ability	printed		You own target card in the ante. Exchange that card with the top card of your library.	You own target card in the ante. Exchange that card with the top card of your library.
lea	0544b707-ec67-43e3-a25d-fd7005ab673d	Death Ward	Instant	0		0	0	1	spell_or_static_text	ability	printed		Regenerate target creature.	Regenerate target creature.
lea	20ae75a7-14ca-4366-af0a-3f3f02159f3f	Deathgrip	Enchantment	0		0	0	1	activated_ability	ability	printed		{B}{B}: Counter target green spell.	{M}{M}: Counter target green spell.
lea	fb80aaba-352a-4b58-8db2-1e02d542819c	Deathlace	Instant	0		0	0	1	spell_or_static_text	ability	printed		Target spell or permanent becomes black.	Target spell or permanent becomes black.
lea	65a9f643-063f-406a-8d5a-5ebbe0f04c3d	Demonic Attorney	Sorcery	0		0	0	1	ante_instruction	ability	printed		Remove this card from your deck before playing if you're not playing for ante.	Remove ~ from your deck before playing if you're not playing for ante.
lea	65a9f643-063f-406a-8d5a-5ebbe0f04c3d	Demonic Attorney	Sorcery	1		0	0	2	spell_or_static_text	ability	printed		Each player antes the top card of their library.	Each player antes the top card of their library.
lea	2847c8a0-f6aa-4e4a-a7b8-fc116436a264	Demonic Hordes	Creature — Demon	0		0	0	1	activated_ability	ability	printed		{T}: Destroy target land.	{M}: Destroy target land.
lea	2847c8a0-f6aa-4e4a-a7b8-fc116436a264	Demonic Hordes	Creature — Demon	1		0	0	2	triggered_ability	ability	printed		At the beginning of your upkeep, unless you pay {B}{B}{B}, tap this creature and sacrifice a land of an opponent's choice.	At the beginning of your upkeep, unless you pay {M}{M}{M}, tap ~ and sacrifice a land of an opponent's choice.
lea	82004860-e589-4e38-8d61-8c0210e4ea39	Demonic Tutor	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Search your library for a card, put that card into your hand, then shuffle.	Search your library for a card, put that card into your hand, then shuffle.
lea	1973f1e9-aa14-49dc-bafe-be17b30ba288	Dingus Egg	Artifact	0		0	0	1	triggered_ability	ability	printed		Whenever a land is put into a graveyard from the battlefield, this artifact deals 2 damage to that land's controller.	Whenever a land is put into a graveyard from the battlefield, ~ deals N damage to that land's controller.
lea	a7e97fa9-4b72-4548-b854-5be5f18a6f1a	Disenchant	Instant	0		0	0	1	spell_or_static_text	ability	printed		Destroy target artifact or enchantment.	Destroy target artifact or enchantment.
lea	92d6af2f-728e-4e41-87cb-5c90878a2f2f	Disintegrate	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Disintegrate deals X damage to any target. If it's a creature, it can't be regenerated this turn, and if it would die this turn, exile it instead.	~ deals X damage to any target. If it's a creature, it can't be regenerated this turn, and if it would die this turn, exile it instead.
lea	cd30a128-4b23-476e-8066-2272fdc395d9	Disrupting Scepter	Artifact	0		0	0	1	activated_ability	ability	printed		{3}, {T}: Target player discards a card. Activate only during your turn.	{M}, {M}: Target player discards a card. Activate only during your turn.
lea	705a1985-ed39-4a4b-812e-a677170b596e	Dragon Whelp	Creature — Dragon	0		0	0	1	keyword_ability	ability	printed		Flying	Flying
lea	705a1985-ed39-4a4b-812e-a677170b596e	Dragon Whelp	Creature — Dragon	1		0	0	2	activated_ability	ability	printed		{R}: This creature gets +1/+0 until end of turn.	{M}: ~ gets +N/+N until end of turn.
lea	705a1985-ed39-4a4b-812e-a677170b596e	Dragon Whelp	Creature — Dragon	2	1	1	0	2	triggered_ability	delayed_trigger	printed		If this ability has been activated four or more times this turn, sacrifice this creature at the beginning of the next end step.	If this ability has been activated four or more times this turn, sacrifice ~ at the beginning of the next end step.
lea	e75ba79f-4cc2-4ede-8641-559ab94e7e36	Drain Life	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Spend only black mana on X.	Spend only black mana on X.
lea	e75ba79f-4cc2-4ede-8641-559ab94e7e36	Drain Life	Sorcery	1		0	0	2	spell_or_static_text	ability	printed		Drain Life deals X damage to any target. You gain life equal to the damage dealt, but not more life than the player's life total before the damage was dealt, the planeswalker's loyalty before the damage was dealt, or the creature's toughness.	~ deals X damage to any target. You gain life equal to the damage dealt, but not more life than the player's life total before the damage was dealt, the planeswalker's loyalty before the damage was dealt, or the creature's toughness.
lea	0669172d-396b-4f5a-9703-129c5c849b55	Drain Power	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Target player activates a mana ability of each land they control. Then that player loses all unspent mana and you add the mana lost this way.	Target player activates a mana ability of each land they control. Then that player loses all unspent mana and you add the mana lost this way.
lea	c180ed02-07f4-4538-9bea-8c249234a8e2	Drudge Skeletons	Creature — Skeleton	0		0	0	1	activated_ability	ability	printed		{B}: Regenerate this creature.	{M}: Regenerate ~.
lea	caf3c6ec-d17e-497c-8fe7-6f818ce93f96	Dwarven Demolition Team	Creature — Dwarf	0		0	0	1	activated_ability	ability	printed		{T}: Destroy target Wall.	{M}: Destroy target Wall.
lea	cfc553cd-3b4c-47a9-bffb-e5790befb32c	Dwarven Warriors	Creature — Dwarf Warrior	0		0	0	1	activated_ability	ability	printed		{T}: Target creature with power 2 or less can't be blocked this turn.	{M}: Target creature with power N or less can't be blocked this turn.
lea	e8e35b49-8cfb-4fb5-89aa-8050f15b11bf	Earthbind	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant creature	Enchant creature
lea	e8e35b49-8cfb-4fb5-89aa-8050f15b11bf	Earthbind	Enchantment — Aura	1		0	0	2	triggered_ability	ability	printed		When this Aura enters, if enchanted creature has flying, this Aura deals 2 damage to that creature and this Aura gains "Enchanted creature loses flying."	When ~ enters, if enchanted creature has flying, ~ deals N damage to that creature and ~ gains "[ability]"
lea	e8e35b49-8cfb-4fb5-89aa-8050f15b11bf	Earthbind	Enchantment — Aura	2	1	1	0	2	spell_or_static_text	granted	printed		Enchanted creature loses flying.	Enchanted creature loses flying.
lea	9a40614b-50a3-422c-849e-53c8b7d3d204	Earthquake	Sorcery	0		0	0	1	spell_or_static_text	ability	printed		Earthquake deals X damage to each creature without flying and each player.	~ deals X damage to each creature without flying and each player.
lea	534ce8e2-53a1-407c-9881-d3b5347d43c3	Elvish Archers	Creature — Elf Archer	0		0	0	1	keyword_ability	ability	printed		First strike	First strike
lea	3d8ac41c-0566-48b2-a744-39db2f72272c	Evil Presence	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant land	Enchant land
lea	3d8ac41c-0566-48b2-a744-39db2f72272c	Evil Presence	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed		Enchanted land is a Swamp.	Enchanted land is a Swamp.
lea	38c5c952-8153-4d98-89b5-a75260383345	False Orders	Instant	0		0	0	1	cast_restriction	ability	printed		Cast this spell only during the declare blockers step.	Cast ~ only during the declare blockers step.
lea	38c5c952-8153-4d98-89b5-a75260383345	False Orders	Instant	1		0	0	2	spell_or_static_text	ability	printed		Remove target creature defending player controls from combat. Creatures it was blocking that had become blocked by only that creature this combat become unblocked. You may have it block an attacking creature of your choice.	Remove target creature defending player controls from combat. Creatures it was blocking that had become blocked by only that creature this combat become unblocked. You may have it block an attacking creature of your choice.
lea	0d71b157-09a0-4fd4-beb9-103117a784ad	Farmstead	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed		Enchant land	Enchant land
