set	oracle_id	name	type_line	index	parent_index	depth	face	line	kind	role	source	rule	prefix	text	normalized	boundary	missed	kind_expected	kind_ok	role_ok	source_ok	context	disposition	cr_ref	structure_tags	norm_issue	annotator	note
drk	94fac5fe-97d5-4c12-a80c-8efff9d853ae	Blood Moon	Enchantment	0		0	0	1	spell_or_static_text	ability	printed			Nonbasic lands are Mountains.	Nonbasic lands are Mountains.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	604.1		fragmentation:land_type	claude-fable-5-pass1-2026-08-27	
drk	0e69e6c2-fdc5-4c1a-bd96-c4283b82743a	Blood of the Martyr	Instant	0		0	0	1	spell_or_static_text	ability	printed			Until end of turn, if damage would be dealt to any creature, you may have that damage dealt to you instead.	Until end of turn, if damage would be dealt to any creature, you may have that damage dealt to you instead.	ok	0	spell_or_static_text	yes	yes	yes	type_line	accept	113.3a;614.1a	instead_in_spell		claude-fable-5-pass1-2026-08-27	
drk	45b94e3c-a905-435b-aee5-bec9239fd24c	Bog Imp	Creature — Imp	0		0	0	1	keyword_ability	ability	printed			Flying	Flying	ok	0	keyword_ability	yes	yes	yes	cr	accept	702.9a	keyword		claude-fable-5-pass1-2026-08-27	
drk	035d61a9-5ca2-4275-b8df-fcfa9f5c1b31	Bog Rats	Creature — Rat	0		0	0	1	spell_or_static_text	ability	printed			This creature can't be blocked by Walls.	~ can't be blocked by Walls.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	604.1			claude-fable-5-pass1-2026-08-27	
drk	8664a004-d786-4357-8856-2f8f5a9ae24d	Bone Flute	Artifact	0		0	0	1	activated_ability	ability	printed			{2}, {T}: All creatures get -1/-0 until end of turn.	{M}, {M}: All creatures get -N/-N until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	a5e3ca74-ec33-4679-9366-8b1a45048783	Book of Rass	Artifact — Book	0		0	0	1	activated_ability	ability	printed			{2}, Pay 2 life: Draw a card.	{M}, Pay N life: Draw a card.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b			claude-fable-5-pass1-2026-08-27	
drk	5a81755f-bc44-47ac-8039-8847a5e37922	Brainwash	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed			Enchant creature	Enchant creature	ok	0	keyword_ability	yes	yes	yes	cr	accept	702.5a	keyword	fragmentation:object_type	claude-fable-5-pass1-2026-08-27	
drk	5a81755f-bc44-47ac-8039-8847a5e37922	Brainwash	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed			Enchanted creature can't attack unless its controller pays {3}.	Enchanted creature can't attack unless its controller pays {M}.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	604.1			claude-fable-5-pass1-2026-08-27	
drk	ee9208e7-2075-45b9-9ed7-b18e1a280d79	Brothers of Fire	Creature — Human Shaman	0		0	0	1	activated_ability	ability	printed			{1}{R}{R}: This creature deals 1 damage to any target and 1 damage to you.	{M}{M}{M}: ~ deals N damage to any target and N damage to you.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b			claude-fable-5-pass1-2026-08-27	
drk	3a7478d7-b33e-4227-8cc3-b30643624d56	Carnivorous Plant	Creature — Plant Wall	0		0	0	1	keyword_ability	ability	printed			Defender	Defender	ok	0	keyword_ability	yes	yes	yes	cr	accept	702.3a	keyword		claude-fable-5-pass1-2026-08-27	
drk	6a4e8d44-e6ee-40f7-8df4-52fa4cb346aa	Cave People	Creature — Human	0		0	0	1	triggered_ability	ability	printed			Whenever this creature attacks, it gets +1/-2 until end of turn.	Whenever ~ attacks, it gets +N/-N until end of turn.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c			claude-fable-5-pass1-2026-08-27	
drk	6a4e8d44-e6ee-40f7-8df4-52fa4cb346aa	Cave People	Creature — Human	1		0	0	2	activated_ability	ability	printed			{1}{R}{R}, {T}: Target creature gains mountainwalk until end of turn.	{M}{M}{M}, {M}: Target creature gains mountainwalk until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	043192d8-6077-46c3-b43f-b7caf6762869	City of Shadows	Land	0		0	0	1	activated_ability	ability	printed			{T}, Exile a creature you control: Put a storage counter on this land.	{M}, Exile a creature you control: Put a storage counter on ~.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	043192d8-6077-46c3-b43f-b7caf6762869	City of Shadows	Land	1		0	0	2	activated_ability	ability	printed			{T}: Add {C} for each storage counter on this land.	{M}: Add {M} for each storage counter on ~.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b;605.1a	mana_ability	collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	46b83657-1699-4162-a4bb-b792da396fe6	Cleansing	Sorcery	0		0	0	1	spell_or_static_text	ability	printed			For each land, destroy that land unless any player pays 1 life.	For each land, destroy that land unless any player pays N life.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	113.3a			claude-fable-5-pass1-2026-08-27	
drk	64b63847-27dd-469b-aad3-58e061f92817	Coal Golem	Artifact Creature — Golem	0		0	0	1	activated_ability	ability	printed			{3}, Sacrifice this creature: Add {R}{R}{R}.	{M}, Sacrifice ~: Add {M}{M}{M}.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b;605.1a	mana_ability		claude-fable-5-pass1-2026-08-27	
drk	72e1a239-11a7-4dbe-b093-65d395e3ccc9	Dance of Many	Enchantment	0		0	0	1	triggered_ability	ability	printed			When this enchantment enters, create a token that's a copy of target nontoken creature.	When ~ enters, create a token that's a copy of target nontoken creature.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c;603.6a			claude-fable-5-pass1-2026-08-27	
drk	72e1a239-11a7-4dbe-b093-65d395e3ccc9	Dance of Many	Enchantment	1		0	0	2	triggered_ability	ability	printed			When this enchantment leaves the battlefield, exile the token.	When ~ leaves the battlefield, exile the token.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c;603.6c			claude-fable-5-pass1-2026-08-27	
drk	72e1a239-11a7-4dbe-b093-65d395e3ccc9	Dance of Many	Enchantment	2		0	0	3	triggered_ability	ability	printed			When the token leaves the battlefield, sacrifice this enchantment.	When the token leaves the battlefield, sacrifice ~.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c;603.6c			claude-fable-5-pass1-2026-08-27	
drk	72e1a239-11a7-4dbe-b093-65d395e3ccc9	Dance of Many	Enchantment	3		0	0	4	triggered_ability	ability	printed			At the beginning of your upkeep, sacrifice this enchantment unless you pay {U}{U}.	At the beginning of your upkeep, sacrifice ~ unless you pay {M}{M}.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c			claude-fable-5-pass1-2026-08-27	
drk	c44f40da-867e-4237-b4b1-ed6feb1f37b7	Dark Heart of the Wood	Enchantment	0		0	0	1	activated_ability	ability	printed			Sacrifice a Forest: You gain 3 life.	Sacrifice a Forest: You gain N life.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		fragmentation:land_type	claude-fable-5-pass1-2026-08-27	
drk	397f53f7-f801-4442-a778-2f26ac246b62	Dark Sphere	Artifact	0		0	0	1	activated_ability	ability	printed			{T}, Sacrifice this artifact: The next time a source of your choice would deal damage to you this turn, prevent half that damage, rounded down.	{M}, Sacrifice ~: The next time a source of your choice would deal damage to you this turn, prevent half that damage, rounded down.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	cf9ef041-5396-4f18-8233-42d667db0888	Deep Water	Enchantment	0		0	0	1	activated_ability	ability	printed			{U}: Until end of turn, if you tap a land you control for mana, it produces {U} instead of any other type.	{M}: Until end of turn, if you tap a land you control for mana, it produces {M} instead of any other type.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b	instead_in_activated		claude-fable-5-pass1-2026-08-27	
drk	afd9b232-3f46-40c5-b1cf-2a7e8c955eba	Diabolic Machine	Artifact Creature — Construct	0		0	0	1	activated_ability	ability	printed			{3}: Regenerate this creature.	{M}: Regenerate ~.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b			claude-fable-5-pass1-2026-08-27	
drk	3da87e58-6a4b-48c3-873c-bc654277d4df	Drowned	Creature — Zombie	0		0	0	1	activated_ability	ability	printed			{B}: Regenerate this creature.	{M}: Regenerate ~.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b			claude-fable-5-pass1-2026-08-27	
drk	b17eb586-0272-4d02-be75-de06ea044b6f	Dust to Dust	Sorcery	0		0	0	1	spell_or_static_text	ability	printed			Exile two target artifacts.	Exile two target artifacts.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	113.3a			claude-fable-5-pass1-2026-08-27	
drk	3c414ace-fd04-4fac-9379-24f5910f20e4	Eater of the Dead	Creature — Horror	0		0	0	1	activated_ability	ability	printed			{0}: If this creature is tapped, exile target creature card from a graveyard and untap this creature.	{M}: If ~ is tapped, exile target creature card from a graveyard and untap ~.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b			claude-fable-5-pass1-2026-08-27	
drk	ad8213db-074d-475c-b94a-9f1e81c8f4fd	Electric Eel	Creature — Fish	0		0	0	1	triggered_ability	ability	printed			When this creature enters, it deals 1 damage to you.	When ~ enters, it deals N damage to you.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c;603.6a			claude-fable-5-pass1-2026-08-27	
drk	ad8213db-074d-475c-b94a-9f1e81c8f4fd	Electric Eel	Creature — Fish	1		0	0	2	activated_ability	ability	printed			{R}{R}: This creature gets +2/+0 until end of turn and deals 1 damage to you.	{M}{M}: ~ gets +N/+N until end of turn and deals N damage to you.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b			claude-fable-5-pass1-2026-08-27	
drk	20347559-95a9-4689-bb79-c5bb3809b719	Elves of Deep Shadow	Creature — Elf Druid	0		0	0	1	activated_ability	ability	printed			{T}: Add {B}. This creature deals 1 damage to you.	{M}: Add {M}. ~ deals N damage to you.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b;605.1a	mana_ability;multi_sentence	collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	155ee24f-a458-4df4-86d5-5eb7396ebf45	Erosion	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed			Enchant land	Enchant land	ok	0	keyword_ability	yes	yes	yes	cr	accept	702.5a	keyword	fragmentation:object_type	claude-fable-5-pass1-2026-08-27	
drk	155ee24f-a458-4df4-86d5-5eb7396ebf45	Erosion	Enchantment — Aura	1		0	0	2	triggered_ability	ability	printed			At the beginning of the upkeep of enchanted land's controller, destroy that land unless that player pays {1} or 1 life.	At the beginning of the upkeep of enchanted land's controller, destroy that land unless that player pays {M} or N life.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c			claude-fable-5-pass1-2026-08-27	
drk	b3119f27-45fd-4411-8a09-5f8d3cd8d927	Eternal Flame	Sorcery	0		0	0	1	spell_or_static_text	ability	printed			Eternal Flame deals X damage to target opponent or planeswalker and half X damage, rounded up, to you, where X is the number of Mountains you control.	~ deals X damage to target opponent or planeswalker and half X damage, rounded up, to you, where X is the number of Mountains you control.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	113.3a	self_reference_name	fragmentation:land_type	claude-fable-5-pass1-2026-08-27	
drk	2a1ca3e2-e1d1-4525-a07e-13d5ba1ac431	Exorcist	Creature — Human Cleric	0		0	0	1	activated_ability	ability	printed			{1}{W}, {T}: Destroy target black creature.	{M}{M}, {M}: Destroy target black creature.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		collision:tap_as_mana;fragmentation:color_word	claude-fable-5-pass1-2026-08-27	
drk	0d787c6b-ab82-42c5-b840-8f3a09af30ac	Fasting	Enchantment	0		0	0	1	triggered_ability	ability	printed			At the beginning of your upkeep, put a hunger counter on this enchantment. Then destroy this enchantment if it has five or more hunger counters on it.	At the beginning of your upkeep, put a hunger counter on ~. Then destroy ~ if it has five or more hunger counters on it.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c	multi_sentence		claude-fable-5-pass1-2026-08-27	
drk	0d787c6b-ab82-42c5-b840-8f3a09af30ac	Fasting	Enchantment	1		0	0	2	replacement_effect	ability	printed			If you would begin your draw step, you may skip that step instead. If you do, you gain 2 life.	If you would begin your draw step, you may skip that step instead. If you do, you gain N life.	ok	0	replacement_effect	yes	yes	yes	none	accept	614.1a;614.1b;604.1	multi_sentence		claude-fable-5-pass1-2026-08-27	KIND: skip/instead replacement (614.1a/b); now separate from the upkeep trigger per RULING:2008-10-01
drk	0d787c6b-ab82-42c5-b840-8f3a09af30ac	Fasting	Enchantment	2		0	0	3	triggered_ability	ability	printed			When you draw a card, destroy this enchantment.	When you draw a card, destroy ~.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c			claude-fable-5-pass1-2026-08-27	
drk	95560508-7ac9-4be9-8a3f-3c7d5b52807b	Fellwar Stone	Artifact	0		0	0	1	activated_ability	ability	printed			{T}: Add one mana of any color that a land an opponent controls could produce.	{M}: Add one mana of any color that a land an opponent controls could produce.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b;605.1a	mana_ability	collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	8e594801-4a8d-4dcd-b328-7eb3de65cf90	Festival	Instant	0		0	0	1	cast_restriction	ability	printed			Cast this spell only during an opponent's upkeep.	Cast ~ only during an opponent's upkeep.	ok	0	cast_restriction	yes	yes	yes	none	accept	604.6;113.6e	cast_restriction		claude-fable-5-pass1-2026-08-27	
drk	8e594801-4a8d-4dcd-b328-7eb3de65cf90	Festival	Instant	1		0	0	2	spell_or_static_text	ability	printed			Creatures can't attack this turn.	Creatures can't attack this turn.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	113.3a			claude-fable-5-pass1-2026-08-27	
drk	b1f857c5-cd22-4a4e-8039-1e7eeb3754d8	Fire and Brimstone	Instant	0		0	0	1	spell_or_static_text	ability	printed			Fire and Brimstone deals 4 damage to target player who attacked this turn and 4 damage to you.	~ deals N damage to target player who attacked this turn and N damage to you.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	113.3a	self_reference_name		claude-fable-5-pass1-2026-08-27	
drk	c8b1e9f3-b014-4e57-b278-6d84a7e88b23	Fissure	Instant	0		0	0	1	spell_or_static_text	ability	printed			Destroy target creature or land. It can't be regenerated.	Destroy target creature or land. It can't be regenerated.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	113.3a	multi_sentence		claude-fable-5-pass1-2026-08-27	
drk	e8eb2abb-daf9-43e0-b909-d96b679f71c2	Flood	Enchantment	0		0	0	1	activated_ability	ability	printed			{U}{U}: Tap target creature without flying.	{M}{M}: Tap target creature without flying.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b			claude-fable-5-pass1-2026-08-27	
drk	b906923c-9997-4da5-a05e-53eb4d2dff32	Fountain of Youth	Artifact	0		0	0	1	activated_ability	ability	printed			{2}, {T}: You gain 1 life.	{M}, {M}: You gain N life.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	100218ce-1572-4bce-bb00-d2df5f68705c	Frankenstein's Monster	Creature — Zombie	0		0	0	1	replacement_effect	ability	printed			As this creature enters, exile X creature cards from your graveyard. If you can't, put this creature into its owner's graveyard instead of onto the battlefield. For each creature card exiled this way, this creature enters with a +2/+0, +1/+1, or +0/+2 counter on it.	As ~ enters, exile X creature cards from your graveyard. If you can't, put ~ into its owner's graveyard instead of onto the battlefield. For each creature card exiled this way, ~ enters with a +N/+N, +N/+N, or +N/+N counter on it.	ok	0	replacement_effect	yes	yes	yes	none	accept	614.1c;604.1	enters_replacement;multi_sentence		claude-fable-5-pass1-2026-08-27	
drk	ddd053ea-5b91-4def-a003-2e297a170d99	Gaea's Touch	Enchantment	0		0	0	1	activated_ability	ability	printed			{0}: You may put a basic Forest card from your hand onto the battlefield. Activate only as a sorcery and only once each turn.	{M}: You may put a basic Forest card from your hand onto the battlefield. Activate only as a sorcery and only once each turn.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b;602.1b	activation_instruction;multi_sentence	fragmentation:land_type	claude-fable-5-pass1-2026-08-27	
drk	ddd053ea-5b91-4def-a003-2e297a170d99	Gaea's Touch	Enchantment	1		0	0	2	activated_ability	ability	printed			Sacrifice this enchantment: Add {G}{G}.	Sacrifice ~: Add {M}{M}.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b;605.1a	mana_ability		claude-fable-5-pass1-2026-08-27	
drk	09de1136-8a8f-4539-92a2-611dcdd0790b	Ghost Ship	Creature — Spirit	0		0	0	1	keyword_ability	ability	printed			Flying	Flying	ok	0	keyword_ability	yes	yes	yes	cr	accept	702.9a	keyword		claude-fable-5-pass1-2026-08-27	
drk	09de1136-8a8f-4539-92a2-611dcdd0790b	Ghost Ship	Creature — Spirit	1		0	0	2	activated_ability	ability	printed			{U}{U}{U}: Regenerate this creature.	{M}{M}{M}: Regenerate ~.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b			claude-fable-5-pass1-2026-08-27	
drk	44a10a63-be9c-4f1d-aad6-b5337112bda5	Giant Shark	Creature — Shark	0		0	0	1	spell_or_static_text	ability	printed			This creature can't attack unless defending player controls an Island.	~ can't attack unless defending player controls an Island.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	604.1		fragmentation:land_type	claude-fable-5-pass1-2026-08-27	
drk	44a10a63-be9c-4f1d-aad6-b5337112bda5	Giant Shark	Creature — Shark	1		0	0	2	triggered_ability	ability	printed			Whenever this creature blocks or becomes blocked by a creature that has been dealt damage this turn, this creature gets +2/+0 and gains trample until end of turn.	Whenever ~ blocks or becomes blocked by a creature that has been dealt damage this turn, ~ gets +N/+N and gains trample until end of turn.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c			claude-fable-5-pass1-2026-08-27	
drk	44a10a63-be9c-4f1d-aad6-b5337112bda5	Giant Shark	Creature — Shark	2		0	0	3	triggered_ability	ability	printed			When you control no Islands, sacrifice this creature.	When you control no Islands, sacrifice ~.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c;603.8	state_trigger	fragmentation:land_type	claude-fable-5-pass1-2026-08-27	KIND: state trigger (603.8), `When you control no Islands`
drk	3ab5c3a7-12e7-4394-a495-0bc7c310bf9c	Goblin Caves	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed			Enchant land	Enchant land	ok	0	keyword_ability	yes	yes	yes	cr	accept	702.5a	keyword	fragmentation:object_type	claude-fable-5-pass1-2026-08-27	
drk	3ab5c3a7-12e7-4394-a495-0bc7c310bf9c	Goblin Caves	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed			As long as enchanted land is a basic Mountain, Goblin creatures get +0/+2.	As long as enchanted land is a basic Mountain, Goblin creatures get +N/+N.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	604.1		fragmentation:land_type	claude-fable-5-pass1-2026-08-27	
drk	8408f2a1-e321-43f5-a7d1-1911eba9d706	Goblin Digging Team	Creature — Goblin	0		0	0	1	activated_ability	ability	printed			{T}, Sacrifice this creature: Destroy target Wall.	{M}, Sacrifice ~: Destroy target Wall.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	ada3247e-ec5e-499d-bc15-1d9dd80a59ae	Goblin Rock Sled	Creature — Goblin	0		0	0	1	keyword_ability	ability	printed			Trample	Trample	ok	0	keyword_ability	yes	yes	yes	cr	accept	702.19a	keyword		claude-fable-5-pass1-2026-08-27	
drk	ada3247e-ec5e-499d-bc15-1d9dd80a59ae	Goblin Rock Sled	Creature — Goblin	1		0	0	2	spell_or_static_text	ability	printed			This creature doesn't untap during your untap step if it attacked during your last turn.	~ doesn't untap during your untap step if it attacked during your last turn.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	604.1			claude-fable-5-pass1-2026-08-27	
drk	ada3247e-ec5e-499d-bc15-1d9dd80a59ae	Goblin Rock Sled	Creature — Goblin	2		0	0	3	spell_or_static_text	ability	printed			This creature can't attack unless defending player controls a Mountain.	~ can't attack unless defending player controls a Mountain.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	604.1		fragmentation:land_type	claude-fable-5-pass1-2026-08-27	
drk	5e35df8a-2404-4b3b-888a-25d663bd4383	Goblin Shrine	Enchantment — Aura	0		0	0	1	keyword_ability	ability	printed			Enchant land	Enchant land	ok	0	keyword_ability	yes	yes	yes	cr	accept	702.5a	keyword	fragmentation:object_type	claude-fable-5-pass1-2026-08-27	
drk	5e35df8a-2404-4b3b-888a-25d663bd4383	Goblin Shrine	Enchantment — Aura	1		0	0	2	spell_or_static_text	ability	printed			As long as enchanted land is a basic Mountain, Goblin creatures get +1/+0.	As long as enchanted land is a basic Mountain, Goblin creatures get +N/+N.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	604.1		fragmentation:land_type	claude-fable-5-pass1-2026-08-27	
drk	5e35df8a-2404-4b3b-888a-25d663bd4383	Goblin Shrine	Enchantment — Aura	2		0	0	3	triggered_ability	ability	printed			When this Aura leaves the battlefield, it deals 1 damage to each Goblin creature.	When ~ leaves the battlefield, it deals N damage to each Goblin creature.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c;603.6c			claude-fable-5-pass1-2026-08-27	
drk	912c99a0-ee97-4bb9-8ab7-2e469d74fa03	Goblin Wizard	Creature — Goblin Wizard	0		0	0	1	activated_ability	ability	printed			{T}: You may put a Goblin permanent card from your hand onto the battlefield.	{M}: You may put a Goblin permanent card from your hand onto the battlefield.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	912c99a0-ee97-4bb9-8ab7-2e469d74fa03	Goblin Wizard	Creature — Goblin Wizard	1		0	0	2	activated_ability	ability	printed			{R}: Target Goblin gains protection from white until end of turn.	{M}: Target Goblin gains protection from white until end of turn.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b		fragmentation:color_word	claude-fable-5-pass1-2026-08-27	
drk	3a620d92-ec92-4733-8c05-7fa1b956bab6	Goblins of the Flarg	Creature — Goblin Warrior	0		0	0	1	keyword_ability	ability	printed			Mountainwalk	Mountainwalk	ok	0	keyword_ability	yes	yes	yes	cr	accept	702.14a	keyword	fragmentation:object_type	claude-fable-5-pass1-2026-08-27	
drk	3a620d92-ec92-4733-8c05-7fa1b956bab6	Goblins of the Flarg	Creature — Goblin Warrior	1		0	0	2	triggered_ability	ability	printed			When you control a Dwarf, sacrifice this creature.	When you control a Dwarf, sacrifice ~.	ok	0	triggered_ability	yes	yes	yes	none	accept	113.3c;603.8	state_trigger		claude-fable-5-pass1-2026-08-27	KIND: state trigger (603.8), `When you control a Dwarf`
drk	6698b059-f1ed-4023-9d44-fbdf39fb159a	Grave Robbers	Creature — Human Rogue	0		0	0	1	activated_ability	ability	printed			{B}, {T}: Exile target artifact card from a graveyard. You gain 2 life.	{M}, {M}: Exile target artifact card from a graveyard. You gain N life.	ok	0	activated_ability	yes	yes	yes	none	accept	113.3b	multi_sentence	collision:tap_as_mana	claude-fable-5-pass1-2026-08-27	
drk	8f7dd328-b367-4546-ba79-1efc1e97f2ab	Holy Light	Instant	0		0	0	1	spell_or_static_text	ability	printed			Nonwhite creatures get -1/-1 until end of turn.	Nonwhite creatures get -N/-N until end of turn.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	113.3a			claude-fable-5-pass1-2026-08-27	
drk	69e2df4e-c7f3-4c3a-be5b-1c4afb29cead	Inferno	Instant	0		0	0	1	spell_or_static_text	ability	printed			Inferno deals 6 damage to each creature and each player.	~ deals N damage to each creature and each player.	ok	0	spell_or_static_text	yes	yes	yes	none	accept	113.3a	self_reference_name		claude-fable-5-pass1-2026-08-27	
